"proof_id"	"result_id"	"proof_goal_id"	"declared_classification"	"proof_method"	"direct_package_dependencies"	"transitive_dependency_count"	"system_symbol_count"	"wolfram_pass"	"python_algorithm"	"python_must_check"
"FLUX-D2.STAR.02.WOLFRAM-PROOF"	"FLUX-D2"	"FLUX-D2.STAR.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	6	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FLUX-D3.NULL.01.WOLFRAM-PROOF"	"FLUX-D3"	"FLUX-D3.NULL.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`quadraticLedgerMatrix"	1	5	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FLUX-D3.MONOTONE.02.WOLFRAM-PROOF"	"FLUX-D3"	"FLUX-D3.MONOTONE.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`gaugeDerivativeLowerBound"	1	11	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"FLUX-D3.UNREGISTERED.03.WOLFRAM-PROOF"	"FLUX-D3"	"FLUX-D3.UNREGISTERED.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`quadraticEdgePerturbation"	1	12	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FLUX-D4.SCALES.01.WOLFRAM-PROOF"	"FLUX-D4"	"FLUX-D4.SCALES.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	10	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"FLUX-D4.COEFFICIENTS.02.WOLFRAM-PROOF"	"FLUX-D4"	"FLUX-D4.COEFFICIENTS.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`contactResponseCoefficient;SecondOrderPhonologyVerification`Private`raisedCosineKappa"	2	5	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"FLUX-D4.NORMALFORM.03.WOLFRAM-PROOF"	"FLUX-D4"	"FLUX-D4.NORMALFORM.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	16	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"FLUX-D5.FINITE.01.WOLFRAM-PROOF"	"FLUX-D5"	"FLUX-D5.FINITE.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	20	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FLUX-D5.RECURRENCE.02.WOLFRAM-PROOF"	"FLUX-D5"	"FLUX-D5.RECURRENCE.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	7	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"SUP-E1.DERIVATIVE.01.WOLFRAM-PROOF"	"SUP-E1"	"SUP-E1.DERIVATIVE.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	3	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"SUP-E1.BOUND.02.WOLFRAM-PROOF"	"SUP-E1"	"SUP-E1.BOUND.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	9	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"SUP-E2.CONTRADICTION.01.WOLFRAM-PROOF"	"SUP-E2"	"SUP-E2.CONTRADICTION.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	13	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"SUP-E2.QUADRATIC.02.WOLFRAM-PROOF"	"SUP-E2"	"SUP-E2.QUADRATIC.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	14	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"SUP-E2.ZEROEXTEND.03.WOLFRAM-PROOF"	"SUP-E2"	"SUP-E2.ZEROEXTEND.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile"	5	5	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"SUP-E3.ROOT.01.WOLFRAM-PROOF"	"SUP-E3"	"SUP-E3.ROOT.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`matchedDecayEquation"	1	6	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"SUP-E3.ENERGY.02.WOLFRAM-PROOF"	"SUP-E3"	"SUP-E3.ENERGY.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	13	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"SUP-E4.COEFFICIENT.01.WOLFRAM-PROOF"	"SUP-E4"	"SUP-E4.COEFFICIENT.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`matchedContinuationCoefficient"	1	13	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"SUP-E4.REPAIR.02.WOLFRAM-PROOF"	"SUP-E4"	"SUP-E4.REPAIR.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`matchedContinuationCoefficient;SecondOrderPhonologyVerification`Private`matchedDecayEquation"	2	5	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"SUP-E4.TRILEMMA.03.WOLFRAM-PROOF"	"SUP-E4"	"SUP-E4.TRILEMMA.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile"	5	5	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"SEL-F1.RAYS.01.WOLFRAM-PROOF"	"SEL-F1"	"SEL-F1.RAYS.01"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`positiveRayMultipleQ"	1	4	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"SEL-F1.SPHERE.02.WOLFRAM-PROOF"	"SEL-F1"	"SEL-F1.SPHERE.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	8	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"SEL-F1.WITNESS.03.WOLFRAM-PROOF"	"SEL-F1"	"SEL-F1.WITNESS.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	11	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"SEL-F2.SCORES.01.WOLFRAM-PROOF"	"SEL-F2"	"SEL-F2.SCORES.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`binaryNetworkHarmony"	1	7	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"SEL-F2.EUCLIDEAN.02.WOLFRAM-PROOF"	"SEL-F2"	"SEL-F2.EUCLIDEAN.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`exactMetricProjection"	1	9	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"SEL-F2.FROBENIUS.03.WOLFRAM-PROOF"	"SEL-F2"	"SEL-F2.FROBENIUS.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`exactMetricProjection"	1	9	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G1.CARRIER.01.WOLFRAM-PROOF"	"MAX-G1"	"MAX-G1.CARRIER.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	13	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G1.CLEAR.02.WOLFRAM-PROOF"	"MAX-G1"	"MAX-G1.CLEAR.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	5	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"MAX-G2.ANCHOR.01.WOLFRAM-PROOF"	"MAX-G2"	"MAX-G2.ANCHOR.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`compiledPartitionDifference;SecondOrderPhonologyVerification`Private`polynomialToUnitMassLedgers"	3	8	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G2.ORDER.02.WOLFRAM-PROOF"	"MAX-G2"	"MAX-G2.ORDER.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	12	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"MAX-G3.RESIDUAL.01.WOLFRAM-PROOF"	"MAX-G3"	"MAX-G3.RESIDUAL.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	12	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G3.CHAIN.02.WOLFRAM-PROOF"	"MAX-G3"	"MAX-G3.CHAIN.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	9	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"MAX-G4.REVERSAL.01.WOLFRAM-PROOF"	"MAX-G4"	"MAX-G4.REVERSAL.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`namedProbabilityFromActivity"	1	5	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G4.TIE.02.WOLFRAM-PROOF"	"MAX-G4"	"MAX-G4.TIE.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	13	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"MAX-G4.MULTISET.03.WOLFRAM-PROOF"	"MAX-G4"	"MAX-G4.MULTISET.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`normalizedLaw"	1	5	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G5.TYPES.01.WOLFRAM-PROOF"	"MAX-G5"	"MAX-G5.TYPES.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	8	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G5.GORDAN.02.WOLFRAM-PROOF"	"MAX-G5"	"MAX-G5.GORDAN.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	3	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G6.ENUM.01.WOLFRAM-PROOF"	"MAX-G6"	"MAX-G6.ENUM.01"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`basicSyllableProof"	2	4	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"MAX-G6.CONE.02.WOLFRAM-PROOF"	"MAX-G6"	"MAX-G6.CONE.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	9	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"MAX-G6.PROVENANCE.03.WOLFRAM-PROOF"	"MAX-G6"	"MAX-G6.PROVENANCE.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	6	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
