inventory_number	source_group	textgrid_basename	cell	target_hanzi_interval_1based	target_script_character_index_1based	occurrence_ordinal_within_cell	target_hanzi	hanzi_script	analysis_split	left_context_8	immediate_previous_hanzi	immediate_next_hanzi	right_context_8	construction_scope_class	construction_subtype	scope_rule_id	scope_evidence	wu_source_location	corrected_predicted_category	original_predicted_category	original_raw_target_pinyin	original_observed_category	original_decision	corrected_decision	acoustic_frame_status	scope_assignment_uses_pinyin	scope_assignment_uses_audio
27740	SSB0544	SSB05440198.TextGrid	BARE	17	16	1	一	安子的励志故事被誉为深圳特区的一个象征	development	被誉为深圳特区的	的	个	个象征	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi1	YI_T1	COUNTEREXAMPLE	COUNTEREXAMPLE	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
27761	SSB0544	SSB05440219.TextGrid	BARE	10	9	1	一	并成为资本市场的一个重要产品	development	并成为资本市场的	的	个	个重要产品	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
27961	SSB0544	SSB05440445.TextGrid	BARE	7	6	1	一	这由此引出一个问题	development	这由此引出	出	个	个问题	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28059	SSB0565	SSB05650069.TextGrid	BARE	7	6	1	一	你该如何跟一个想要你的玩具的朋友沟通	development	你该如何跟	跟	个	个想要你的玩具的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28213	SSB0565	SSB05650245.TextGrid	BARE	2	1	1	一	一个能把你推到边缘的人	development		START	个	个能把你推到边缘	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28240	SSB0565	SSB05650274.TextGrid	BARE	15	14	1	一	弗罗拉永远无法原谅自己杀了一个	development	无法原谅自己杀了	了	个	个	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28247	SSB0565	SSB05650283.TextGrid	BARE	9	8	1	一	我给米歇尔最后一个任务	development	我给米歇尔最后	后	个	个任务	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_ZUIHOU	R3_REMAINING_SIMPLEX_YI_GE	visible_string=最后一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28267	SSB0565	SSB05650304.TextGrid	BARE	11	10	1	一	机器的内部结构都是一个道理	development	器的内部结构都是	是	个	个道理	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28304	SSB0565	SSB05650346.TextGrid	BARE	6	5	1	一	其实就是一个有着潜在危险的小炸弹	development	其实就是	是	个	个有着潜在危险的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28375	SSB0565	SSB05650428.TextGrid	BARE	3	2	1	一	她一个月前加入黄立成创立的交友软件	development	她	她	个	个月前加入黄立成	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28428	SSB0565	SSB05650486.TextGrid	BARE	3	2	1	一	和一个与黑帮老大有关系的警探	development	和	和	个	个与黑帮老大有关	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28438	SSB0565	SSB05650497.TextGrid	BARE	15	14	1	一	该宅邸高高地坐落于太平洋的一个海角上	development	地坐落于太平洋的	的	个	个海角上	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28837	SSB0570	SSB05700412.TextGrid	BARE	4	3	1	一	另外一个国际泳联的官员也在现场	confirmation	另外	外	个	个国际泳联的官员	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28927	SSB0578	SSB05780024.TextGrid	BARE	4	3	1	一	这是一个纯粹的白人居住区	development	这是	是	个	个纯粹的白人居住	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28937	SSB0578	SSB05780034.TextGrid	BARE	9	7	1	一	所以希望有另一个人的帮忙	development	所以希望有另	另	个	个人的帮忙	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_LING	R3_REMAINING_SIMPLEX_YI_GE	visible_string=另一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
28996	SSB0578	SSB05780097.TextGrid	ORDINAL	3	2	1	一	第一个跑到十秒整的中国人	development	第	第	个	个跑到十秒整的中	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
29005	SSB0578	SSB05780107.TextGrid	BARE	4	3	1	一	这是一个多种族群体	development	这是	是	个	个多种族群体	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29082	SSB0578	SSB05780189.TextGrid	BARE	2	1	1	一	一个人在北京	development		START	个	个人在北京	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29374	SSB0578	SSB05780502.TextGrid	BARE	15	13	1	一	所以拿不出五点七万台这样一个比较准确的数字	development	出五点七万台这样	样	个	个比较准确的数字	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29459	SSB0588	SSB05880082.TextGrid	BARE	2	1	1	一	一个企业软件儿的设计创新都是为了提升效率	development		START	个	个企业软件儿的设	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29466	SSB0588	SSB05880089.TextGrid	BARE	3	2	1	一	来一个氧气	development	来	来	个	个氧气	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29669	SSB0588	SSB05880309.TextGrid	BARE	17	14	1	一	关于谁该邀功受赏的纠纷扼杀一个计划	development	功受赏的纠纷扼杀	杀	个	个计划	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29734	SSB0588	SSB05880378.TextGrid	BARE	10	9	1	一	这样他们就可以买一个资产负前表	development	这样他们就可以买	买	个	个资产负前表	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29751	SSB0588	SSB05880396.TextGrid	BARE	5	4	1	一	听说他一个月前退伍了	development	听说他	他	个	个月前退伍了	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29924	SSB0590	SSB05900080.TextGrid	BARE	5	4	1	一	今天是一个非常重要的日子	development	今天是	是	个	个非常重要的日子	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29969	SSB0590	SSB05900126.TextGrid	BARE	5	4	1	一	是通过一个邮政信箱	development	是通过	过	个	个邮政信箱	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
29999	SSB0590	SSB05900156.TextGrid	BARE	8	6	1	一	我承诺祭献一个灵魂并且只有我能打破协议	development	我承诺祭献	献	个	个灵魂并且只有我	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30054	SSB0590	SSB05900212.TextGrid	BARE	11	10	1	一	每个人都准备好了下一个任务了吗	development	个人都准备好了下	下	个	个任务了吗	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_XIA	R3_REMAINING_SIMPLEX_YI_GE	visible_string=下一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30079	SSB0590	SSB05900237.TextGrid	BARE	3	2	1	一	另一个明天跟我约了	development	另	另	个	个明天跟我约了	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_LING	R3_REMAINING_SIMPLEX_YI_GE	visible_string=另一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30118	SSB0590	SSB05900277.TextGrid	BARE	9	8	1	一	我们不会去收养一个孩子	development	我们不会去收养	养	个	个孩子	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30202	SSB0590	SSB05900365.TextGrid	BARE	8	6	1	一	你并非唯一一个拥有了第二次机会的人	development	你并非唯一	一	个	个拥有了第二次机	CLEAR_SIMPLEX	SIMPLEX_AFTER_LEXICAL_WEIYI_PREFIX	R3_REMAINING_SIMPLEX_YI_GE	visible_prefix=唯一; selected_target_is_second_一_and_is_immediately_followed_by_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30290	SSB0590	SSB05900458.TextGrid	BARE	8	6	1	一	但是我还是一个没买过太贵了	development	但是我还是	是	个	个没买过太贵了	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30313	SSB0590	SSB05900482.TextGrid	BARE	9	8	1	一	但它们都属于同一个母公司	development	但它们都属于同	同	个	个母公司	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_TONG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=同一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi1	YI_T1	COUNTEREXAMPLE	COUNTEREXAMPLE	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30531	SSB0594	SSB05940218.TextGrid	BARE	10	8	1	一	你并不需要拥有一个博士学位才能操作它们	development	你并不需要拥有	有	个	个博士学位才能操	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30643	SSB0594	SSB05940339.TextGrid	BARE	7	6	1	一	你购买的是一个体验这是硬件和软件的集成	development	你购买的是	是	个	个体验这是硬件和	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30725	SSB0594	SSB05940428.TextGrid	BARE	10	9	1	一	希望可以快点度过一个星期	development	希望可以快点度过	过	个	个星期	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30841	SSB0599	SSB05990069.TextGrid	BARE	4	3	1	一	他是一个活泼的教练	development	他是	是	个	个活泼的教练	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30894	SSB0599	SSB05990128.TextGrid	BARE	14	13	1	一	其很有可能成为金融市场的一个入口	development	能成为金融市场的	的	个	个入口	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
30921	SSB0599	SSB05990157.TextGrid	BARE	4	3	1	一	这是一个很大的惊喜	development	这是	是	个	个很大的惊喜	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
31017	SSB0599	SSB05990261.TextGrid	BARE	15	13	1	一	跟以前相比我就是完全换了一个人	development	比我就是完全换了	了	个	个人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
31174	SSB0599	SSB05990428.TextGrid	BARE	5	4	1	一	兰迪是一个非常好的人	development	兰迪是	是	个	个非常好的人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
31545	SSB0601	SSB06010342.TextGrid	BARE	12	11	1	一	性治疗已经悄然发展成一个隐秘而庞大的产业	confirmation	疗已经悄然发展成	成	个	个隐秘而庞大的产	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
31580	SSB0601	SSB06010380.TextGrid	BARE	3	2	1	一	这一个应用更有意义	confirmation	这	这	个	个应用更有意义	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
31930	SSB0603	SSB06030237.TextGrid	BARE	17	16	1	一	杰森在超市遇见了杰森在牛津时的一个朋友	development	了杰森在牛津时的	的	个	个朋友	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
32083	SSB0603	SSB06030397.TextGrid	BARE	9	8	1	一	我们现在开车去一个无人之地	development	我们现在开车去	去	个	个无人之地	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
32105	SSB0603	SSB06030419.TextGrid	BARE	5	4	1	一	这只是一个在发生债务危机时的典型案例罢了	development	这只是	是	个	个在发生债务危机	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
32282	SSB0606	SSB06060097.TextGrid	BARE	11	10	1	一	本溪小伙小刘想出了一个办法	development	溪小伙小刘想出了	了	个	个办法	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
32305	SSB0606	SSB06060121.TextGrid	BARE	5	4	1	一	不过对一个五岁的孩子来说	development	不过对	对	个	个五岁的孩子来说	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
32312	SSB0606	SSB06060128.TextGrid	BARE	7	6	1	一	而且我不是一个人在战斗	development	而且我不是	是	个	个人在战斗	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
32358	SSB0606	SSB06060179.TextGrid	BARE	3	2	1	一	是一个很有价值很有意义的课题	development	是	是	个	个很有价值很有意	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
