inventory_number	source_group	textgrid_basename	source_textgrid_relative_path	source_textgrid_size_bytes	source_textgrid_sha256	cell	target_hanzi_interval_1based	target_script_character_index_1based	occurrence_ordinal_within_cell	target_hanzi	hanzi_script	analysis_split	left_context_8	immediate_previous_hanzi	immediate_next_hanzi	right_context_8	construction_scope_class	construction_subtype	scope_rule_id	scope_evidence	wu_source_location	corrected_predicted_category	original_predicted_category	original_raw_target_pinyin	original_observed_category	original_decision	corrected_decision	acoustic_frame_status	scope_assignment_uses_pinyin	scope_assignment_uses_audio
32830	SSB0607	SSB06070201.TextGrid	32830/SSB06070201.TextGrid	4285	12f0d94098082dfb96e0e06a521ab85a0c51b9fcbbd5fb0916f0435926a8b308	BARE	5	4	1	一	至少是一个很能伪造证书的人	development	至少是	是	个	个很能伪造证书的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
32834	SSB0607	SSB06070206.TextGrid	32834/SSB06070206.TextGrid	4136	d071a79af334b2e4476deb252fe0f31f4921b2a8dd48e8bb09f7b3ec42231041	BARE	5	4	1	一	差不多一个迷你棉花糖大小	development	差不多	多	个	个迷你棉花糖大小	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
32852	SSB0607	SSB06070227.TextGrid	32852/SSB06070227.TextGrid	3189	043ca74bd62bc3fc46b4c58634e8ffd37b134aec854946aaa681eae68177033c	BARE	7	6	1	一	就是干掉了一个牧师	development	就是干掉了	了	个	个牧师	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33124	SSB0609	SSB06090006.TextGrid	33124/SSB06090006.TextGrid	4982	8f0d9a64d5eb90535ab57c78278cde617b83b4603c8bcd0ddabdcb6839713802	BARE	8	7	1	一	目前尚未形成一个成熟的运营模式	development	目前尚未形成	成	个	个成熟的运营模式	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33152	SSB0609	SSB06090035.TextGrid	33152/SSB06090035.TextGrid	7572	af0b6fe6f31ed8847982bede1eb6839e46e981a09fc05a7f5301441cc4f2c28b	BARE	16	15	1	一	这个庞大的市场用户量吸引着每一个传统行业向其靠近	development	场用户量吸引着每	每	个	个传统行业向其靠	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33263	SSB0609	SSB06090152.TextGrid	33263/SSB06090152.TextGrid	6913	7aa39b993c649b84a936862cd86f2bf9218ef4dd4ceac3b9594263950db0fb64	BARE	7	6	1	一	我们不能拿一个几十人的单位和一个几千人的单位	development	我们不能拿	拿	个	个几十人的单位和	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33263	SSB0609	SSB06090152.TextGrid	33263/SSB06090152.TextGrid	6913	7aa39b993c649b84a936862cd86f2bf9218ef4dd4ceac3b9594263950db0fb64	BARE	17	15	2	一	我们不能拿一个几十人的单位和一个几千人的单位	development	个几十人的单位和	和	个	个几千人的单位	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33295	SSB0609	SSB06090187.TextGrid	33295/SSB06090187.TextGrid	3946	bef411172528f66ec4662a41f4bc8266fa8abf3f51ada6d48f4ea9bb3bb01267	BARE	7	6	1	一	这应该说是一个很大的进步	development	这应该说是	是	个	个很大的进步	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33319	SSB0609	SSB06090213.TextGrid	33319/SSB06090213.TextGrid	5039	d9358a76edd5f039a6fb56427f5a1f09ab56880ee7b0476c7db8f2ee87f44504	BARE	4	3	1	一	任何一个企业的创新之路都绕不开它	development	任何	何	个	个企业的创新之路	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33333	SSB0609	SSB06090227.TextGrid	33333/SSB06090227.TextGrid	4525	2414104447716c76e09c2952ea36e0db47fea704c1cdcdbb9ddb39999ee3c720	BARE	12	11	1	一	这只是公布的很笼统的一个数据	development	是公布的很笼统的	的	个	个数据	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33364	SSB0609	SSB06090260.TextGrid	33364/SSB06090260.TextGrid	4402	8d73d17acf63f583ca02726f2254a0c674a969a849b67661118f60c547feef8a	BARE	2	1	1	一	一个城市举办双奥尚属首次	development		START	个	个城市举办双奥尚	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33394	SSB0609	SSB06090292.TextGrid	33394/SSB06090292.TextGrid	3741	ef5a853da9a3fa2d93fb3625785d5bff1695cc120c23b6322ddfb33970279acf	BARE	7	6	1	一	可能也需要一个认识过程	development	可能也需要	要	个	个认识过程	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33410	SSB0609	SSB06090309.TextGrid	33410/SSB06090309.TextGrid	4632	7e6573a64d1bc0f674dd7fc2c019f12b34164fc20a5b4375cc73b883baa1185d	BARE	4	3	1	一	发现一个女孩子的裙子很漂亮	development	发现	现	个	个女孩子的裙子很	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33478	SSB0609	SSB06090384.TextGrid	33478/SSB06090384.TextGrid	4956	75b968bdd375b73d57d7558f000762133ed5b7810a1b191c5febacc468c0c9b3	BARE	4	3	1	一	但是一个国家如此则早已不是新闻	development	但是	是	个	个国家如此则早已	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33496	SSB0609	SSB06090403.TextGrid	33496/SSB06090403.TextGrid	5849	b03a9f32a87aeb5be559614018116ef1097bcce93cb93fa5d8005bbb1901308c	BARE	11	10	1	一	申办世界杯足球赛是一个非常复杂的问题	development	办世界杯足球赛是	是	个	个非常复杂的问题	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33602	SSB0614	SSB06140036.TextGrid	33602/SSB06140036.TextGrid	4491	a302ae6d5eeb5c1c6a73488fbabee0a845798958e21b58573c421e96b3c9881e	BARE	11	10	1	一	国王马不停蹄地赶了一个月的路	development	王马不停蹄地赶了	了	个	个月的路	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33726	SSB0614	SSB06140165.TextGrid	33726/SSB06140165.TextGrid	3773	a20cb3b03c0906c766ef82ce467c7eec365f72d03b019975cfbe85f269581e09	BARE	4	3	1	一	没有一个红袜球迷会忘记	development	没有	有	个	个红袜球迷会忘记	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33730	SSB0614	SSB06140169.TextGrid	33730/SSB06140169.TextGrid	3832	8df25323befc9a71f5fe2b69bc299f20c544f86c6d153e9b6b4205ba4ed8741c	BARE	4	3	1	一	还有一个男人对他的承诺	development	还有	有	个	个男人对他的承诺	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33828	SSB0614	SSB06140271.TextGrid	33828/SSB06140271.TextGrid	5037	f6d43c266743ba59f76cb5a22a442b625a05d47acb7b000164e8239754d20f1d	BARE	11	9	1	一	现在他也即将成为一个电视明星	development	现在他也即将成为	为	个	个电视明星	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33950	SSB0614	SSB06140400.TextGrid	33950/SSB06140400.TextGrid	4393	824aa216f0264060ec43c5a9418fdf8db5a5bc83bae514a4ad3edf970e7a3e74	BARE	3	2	1	一	这一个星期去不了学学舞蹈了	development	这	这	个	个星期去不了学学	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
33990	SSB0614	SSB06140440.TextGrid	33990/SSB06140440.TextGrid	6558	968da4c19797adb7c9ba4121f48d85f27a6a0443b5181d56b6a73d7ffcea67dc	BARE	17	16	1	一	但让海信等传统厂商不得不正视的一个现实是	development	厂商不得不正视的	的	个	个现实是	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34087	SSB0623	SSB06230034.TextGrid	34087/SSB06230034.TextGrid	3067	24803fb0d274adc6dfa8a110a4f2dea1cd69daa424868069528580232e55e5c0	BARE	7	6	1	一	他们想除掉一个人	development	他们想除掉	掉	个	个人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34090	SSB0623	SSB06230038.TextGrid	34090/SSB06230038.TextGrid	5266	d4ffe35264d48e99a02c6f3a978e3e5590f5cfb6997d4321dfcca7af19f8744f	BARE	2	1	1	一	一个人的头如果与雕像像大小相同	development		START	个	个人的头如果与雕	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34183	SSB0623	SSB06230140.TextGrid	34183/SSB06230140.TextGrid	2985	fe66be6453414c09c724eed42daab2c125567fdccd499feb549e60d5b4be4864	BARE	2	1	1	一	一个叫布巴的混蛋	development		START	个	个叫布巴的混蛋	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34223	SSB0623	SSB06230183.TextGrid	34223/SSB06230183.TextGrid	4516	3516acbd11a8d6109aa097d3843e2e8605c9998ad73671e16ec5b727ed6c860a	BARE	12	11	1	一	他替我前男友斯图调查一个案子	development	我前男友斯图调查	查	个	个案子	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34273	SSB0623	SSB06230243.TextGrid	34273/SSB06230243.TextGrid	4633	049715a538a9e4ea212a67b3d1d9afd75a7642b6a6db025545b836043871e710	BARE	6	5	1	一	黛比需要一个你这样的自然疗愈者	development	黛比需要	要	个	个你这样的自然疗	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34291	SSB0623	SSB06230261.TextGrid	34291/SSB06230261.TextGrid	4462	c0f3283f982ab3a48709194a160c0e3d7c2f933dbee24594975a9f90cb3e85f0	ORDINAL	8	7	1	一	旨在以人生第一个五公里为起点	development	旨在以人生第	第	个	个五公里为起点	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
34402	SSB0623	SSB06230387.TextGrid	34402/SSB06230387.TextGrid	5655	5723503e1f7be5755e8d80604e7dc968edff3f767fcaa61d1feedc9eca23a287	BARE	4	3	1	一	这是一个可以学到行为与故意斯奥斯行动	development	这是	是	个	个可以学到行为与	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34597	SSB0629	SSB06290094.TextGrid	34597/SSB06290094.TextGrid	4013	fa426df251512130423299014dc6061926ec4ff4561f84ead878c441078e984e	BARE	4	3	1	一	还有一个违规扩区一万公顷	confirmation	还有	有	个	个违规扩区一万公	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi3	YI_OTHER_TONE	COUNTEREXAMPLE	COUNTEREXAMPLE	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34599	SSB0629	SSB06290096.TextGrid	34599/SSB06290096.TextGrid	5126	b4f74e1f4c297efcd43580bcaeea94a08542b4e75db8441e7425441fcbb6fb9e	BARE	4	3	1	一	加上一个仍在建的太舞四季滑雪场	confirmation	加上	上	个	个仍在建的太舞四	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_SHANG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=上一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34686	SSB0629	SSB06290191.TextGrid	34686/SSB06290191.TextGrid	4077	1aec5a46d6876da5ba6f53f47dade199945d1a3d2f4cc82e91ae1a00d38b2709	BARE	3	2	1	一	有一个突破土地或城市规划	confirmation	有	有	个	个突破土地或城市	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34819	SSB0629	SSB06290338.TextGrid	34819/SSB06290338.TextGrid	3269	f65893f9c47bcd8bef8acc254d10e18faf529058f5495345cfa785e37435a997	BARE	8	7	1	一	台港警方追查一个月	confirmation	台港警方追查	查	个	个月	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34822	SSB0629	SSB06290341.TextGrid	34822/SSB06290341.TextGrid	7624	9930414cece9b43d9572c1b74b59eaca66bc7d827c72acf124b0f1a2a34f0395	BARE	19	15	1	一	据称是当事人之一在派出所通过一个亲戚的微博儿发的	confirmation	之一在派出所通过	过	个	个亲戚的微博儿发	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34891	SSB0629	SSB06290414.TextGrid	34891/SSB06290414.TextGrid	5151	747ee91097704f0406f3ba4d9228f919378f3698300bef3a732e5340717cc746	BARE	14	12	1	一	苹果涉足汽车行业并不是一个好主意	confirmation	足汽车行业并不是	是	个	个好主意	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34951	SSB0629	SSB06290479.TextGrid	34951/SSB06290479.TextGrid	6793	2def87de0b482ff6bb4f2750250a52b3efd2411a89fef63498716aee4b22db1b	BARE	4	3	1	一	这样一个全球白电的格局短期内是难以撬动的	confirmation	这样	样	个	个全球白电的格局	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
34979	SSB0631	SSB06310023.TextGrid	34979/SSB06310023.TextGrid	3689	19aabf36138461afb415eecbcf76d0d30aae1397de83e0125e215b504e6a4503	BARE	9	7	1	一	我脑海中只有一个信念	development	我脑海中只有	有	个	个信念	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35037	SSB0631	SSB06310088.TextGrid	35037/SSB06310088.TextGrid	5889	336c96292c7810f8903d617cdfde967620c346bc9f5d15ad55c3dcb83c6c5360	BARE	2	1	1	一	一个具体的有效存续期不能没完没了	development		START	个	个具体的有效存续	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35194	SSB0631	SSB06310256.TextGrid	35194/SSB06310256.TextGrid	3385	e4fc32883cbf9f60b951bce3fafc24bae7ee41f2f364cdc46e481314e502d0da	BARE	7	6	1	一	人工智能是一个方向	development	人工智能是	是	个	个方向	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35198	SSB0631	SSB06310260.TextGrid	35198/SSB06310260.TextGrid	6596	8d61e52cabbc335d10a522330d63215d595c305b830ce5e0358490136f1bca29	BARE	11	9	1	一	该科一六日诞生了一个今年以来最重的羊宝宝	development	该科一六日诞生了	了	个	个今年以来最重的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35229	SSB0631	SSB06310295.TextGrid	35229/SSB06310295.TextGrid	3816	94e1ef2090abbef1f47503026da0338734e5bd644ded27c740883e72265fa177	BARE	5	4	1	一	这不是一个部门能说了算	development	这不是	是	个	个部门能说了算	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
