"inventory_number"	"cell"	"target_hanzi_interval_1based"	"occurrence_ordinal_within_cell"	"construction_scope_class"	"original_predicted_category"	"original_observed_category"	"original_decision"	"corrected_predicted_category"	"corrected_decision"
39361	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39370	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39390	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39471	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39487	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39498	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39514	"BARE"	17	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39724	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39790	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39907	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39934	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39961	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
39979	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40300	"BARE"	20	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40322	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40359	"BARE"	16	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40371	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40489	"BARE"	18	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40556	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40636	"ORDINAL"	11	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
40651	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40747	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40761	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40887	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40897	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40904	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
40941	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
